10 0.005602 0.003992 0.434273948892951
10 0.0051 0.003979 0.4253505589440465
12 0.007365 0.005775 0.5947258090600371
13 0.008837 0.006983 0.716068715788424
14 0.006285 0.007979 0.8209378130268306
15 0.011784 0.008772 0.9302971211727709
17 0.013595 0.011473 1.1510192330460995
19 0.016758 0.014379 1.4669662138912827
21 0.018431 0.017513 1.7247901249211282
23 0.016352 0.021033 2.066934667993337
25 0.019312 0.024894 2.433074440807104
28 0.032161 0.031367 3.1744578077923506
30 0.035196 0.036383 3.515317381825298
33 0.040759 0.043205 4.325579068856314
37 0.049391 0.055272 5.436054632999003
40 0.055402 0.063168 6.136131606996059
44 0.058857 0.075696 7.554976480081677
49 0.074672 0.092852 9.40904884180054
54 0.096442 0.117056 11.71910609677434
59 0.115182 0.137692 13.899708713870496
65 0.138531 0.169315 16.630197284044698
71 0.164377 0.200618 20.232337510213256
79 0.202 0.252335 25.007687706965953
86 0.238825 0.297597 29.284492539940402
95 0.292906 0.360574 36.33585511217825
104 0.342457 0.427015 43.726247801212594
115 0.416606 0.534289 51.85459468094632
126 0.506363 0.628316 62.47573733795434
138 0.604068 0.751362 76.60123681603
152 0.727386 0.909085 89.58262617886066
167 0.880563 1.10658 109.72225830890238
184 1.07173 1.375685 134.42525951913558
202 1.29028 1.635292 163.07342280098237
222 1.5512 1.974036 194.4815762171056
244 1.89282 2.375254 235.45616829488426
268 2.20594 2.742489 273.48172412789427
294 2.60279 3.387199 337.3829069880303
323 3.22261 4.005538 402.0399571079761
355 3.80603 4.930289 485.58788330992684
390 4.59216 5.989401 582.0364416190423
429 5.56104 7.273879 708.781119907042
471 6.69813 8.788317 880.8251249480527
517 8.39864 10.548865 1067.1303983498365
568 10.2784 13.073211 1281.4431607949082
625 12.4809 16.1068 1575.0197541629896
686 14.9195 19.11655 1885.0898825319018
754 18.1133 23.101831 2276.67666936107
828 21.6765 27.619251 2758.8005811448675
910 26.6823 33.856274 3424.998014742043
1000 32.2336 41.101147 4062.0875659850426
