6 0.015475800000000001 0.024283000000000002
8 0.0150964 0.024666
10 0.0162886 0.025907
12 0.0161582 0.024988
14 0.0163824 0.026069
16 0.014361000000000002 0.026186
18 0.0164802 0.026978000000000002
20 0.016621 0.027954999999999997
22 0.0160392 0.026489000000000002
24 0.0172286 0.028655000000000003
28 0.0174272 0.027368
32 0.018063000000000003 0.028382
36 0.0179952 0.028582999999999997
40 0.017592600000000003 0.026573
46 0.017877200000000003 0.027972999999999998
52 0.0179664 0.027594999999999998
58 0.015800199999999997 0.023965
64 0.015359000000000001 0.023956
72 0.0156346 0.023961
82 0.0180788 0.020131
92 0.0181014 0.024302
104 0.0182148 0.024466
118 0.0208074 0.031446
132 0.0210034 0.031667
148 0.0235634 0.032058
166 0.026210999999999995 0.037093
188 0.0293092 0.039545000000000004
212 0.0342638 0.046329999999999996
238 0.0409564 0.058997
268 0.0472992 0.072785
300 0.0564392 0.082703
338 0.0703652 0.105077
380 0.085729 0.12499299999999999
428 0.1073624 0.153326
480 0.1326196 0.18971100000000002
540 0.1619588 0.23755
608 0.19660419999999998 0.292089
682 0.23911980000000002 0.357748
768 0.2959566 0.44766000000000006
864 0.3637388 0.560399
970 0.4476032 0.6948690000000001
1092 0.55914 0.87709
1226 0.6976275999999999 1.096
1380 0.8730420000000001 1.702
1550 1.0960587999999998 1.728
1744 1.3800024 2.529
1960 1.7344754000000002 3.346
2204 2.1858566 4.176
2478 2.7561107999999996 5.003
2786 3.4761082 6.644
3132 4.3860106000000005 8.303
3522 5.5404988 10.758
3958 6.988429600000001 13.139
4450 8.823792800000001 16.99
5004 11.150659600000001 21.595
5624 14.077879000000001 27.492
6324 17.7923016 35.102
