0 -112.00000 0.00900 
10 -18248.00000 0.13280 
20 -19100.00000 0.14760 
30 -19152.00000 0.09040 
40 -19312.00000 -0.04940 
50 -19396.00000 -0.13420 
60 -19340.00000 -0.15220 
70 -19396.00000 -0.15620 
80 -19380.00000 -0.14320 
90 -19384.00000 -0.11620 
100 -19352.00000 -0.09460 
110 -19408.00000 -0.09420 
120 -19364.00000 -0.07700 
130 -19360.00000 -0.06920 
140 -19392.00000 -0.06660 
150 -19392.00000 -0.05280 
160 -19408.00000 -0.06960 
170 -19404.00000 -0.07020 
180 -19404.00000 -0.08340 
190 -19412.00000 -0.08580 
200 -19388.00000 -0.07820 
210 -19380.00000 -0.06920 
220 -19392.00000 -0.08100 
230 -19412.00000 -0.10600 
240 -19384.00000 -0.12560 
250 -19416.00000 -0.13560 
260 -19384.00000 -0.13540 
270 -19416.00000 -0.13180 
280 -19408.00000 -0.13300 
290 -19432.00000 -0.14180 
300 -19420.00000 -0.13540 
310 -19392.00000 -0.12740 
320 -19420.00000 -0.11480 
330 -19416.00000 -0.12260 
340 -19404.00000 -0.14260 
350 -19404.00000 -0.17160 
360 -19396.00000 -0.17440 
370 -19392.00000 -0.19360 
380 -19400.00000 -0.22360 
390 -19412.00000 -0.22000 
400 -19396.00000 -0.23920 
410 -19444.00000 -0.23860 
420 -19368.00000 -0.24760 
430 -19388.00000 -0.24940 
440 -19444.00000 -0.24160 
450 -19384.00000 -0.22680 
460 -19400.00000 -0.21640 
470 -19404.00000 -0.22400 
480 -19416.00000 -0.25740 
490 -19420.00000 -0.27520 
500 -19432.00000 -0.26920 
510 -19392.00000 -0.27280 
520 -19436.00000 -0.24080 
530 -19388.00000 -0.23840 
540 -19420.00000 -0.22660 
550 -19432.00000 -0.20780 
560 -19388.00000 -0.18860 
570 -19412.00000 -0.16600 
580 -19444.00000 -0.19000 
590 -19384.00000 -0.19900 
600 -19420.00000 -0.17600 
610 -19408.00000 -0.17600 
620 -19428.00000 -0.16900 
630 -19444.00000 -0.16700 
640 -19456.00000 -0.17360 
650 -19456.00000 -0.17300 
660 -19440.00000 -0.18240 
670 -19444.00000 -0.18700 
680 -19400.00000 -0.19180 
690 -19460.00000 -0.22320 
700 -19464.00000 -0.19180 
710 -19456.00000 -0.17480 
720 -19444.00000 -0.18600 
730 -19448.00000 -0.18820 
740 -19440.00000 -0.18780 
750 -19448.00000 -0.18400 
760 -19448.00000 -0.18140 
770 -19456.00000 -0.18460 
780 -19452.00000 -0.18280 
790 -19452.00000 -0.19820 
800 -19468.00000 -0.16560 
810 -19456.00000 -0.17900 
820 -19420.00000 -0.18260 
830 -19476.00000 -0.21420 
840 -19496.00000 -0.23460 
850 -19484.00000 -0.27440 
860 -19456.00000 -0.26740 
870 -19464.00000 -0.26000 
880 -19452.00000 -0.26120 
890 -19452.00000 -0.27040 
900 -19460.00000 -0.26940 
910 -19472.00000 -0.28920 
920 -19472.00000 -0.27880 
930 -19404.00000 -0.32980 
940 -19464.00000 -0.32700 
950 -19436.00000 -0.30980 
960 -19436.00000 -0.27980 
970 -19456.00000 -0.27900 
980 -19464.00000 -0.28640 
990 -19452.00000 -0.31360 
1000 -19412.00000 -0.32460 
1010 -19464.00000 -0.30940 
1020 -19456.00000 -0.31060 
1030 -19476.00000 -0.31900 
1040 -19412.00000 -0.33300 
1050 -19456.00000 -0.34320 
1060 -19440.00000 -0.32660 
1070 -19448.00000 -0.31020 
1080 -19480.00000 -0.30080 
1090 -19452.00000 -0.32540 
1100 -19444.00000 -0.31380 
1110 -19472.00000 -0.31860 
1120 -19444.00000 -0.29760 
1130 -19444.00000 -0.31000 
1140 -19456.00000 -0.32580 
1150 -19428.00000 -0.36140 
1160 -19432.00000 -0.36520 
1170 -19420.00000 -0.37780 
1180 -19420.00000 -0.40800 
1190 -19452.00000 -0.45880 
1200 -19456.00000 -0.46780 
1210 -19452.00000 -0.42900 
1220 -19452.00000 -0.46080 
1230 -19440.00000 -0.47060 
1240 -19448.00000 -0.47620 
1250 -19492.00000 -0.48020 
1260 -19464.00000 -0.48740 
1270 -19416.00000 -0.47520 
1280 -19440.00000 -0.45060 
1290 -19472.00000 -0.43240 
1300 -19456.00000 -0.40300 
1310 -19452.00000 -0.38740 
1320 -19420.00000 -0.38680 
1330 -19428.00000 -0.36340 
1340 -19480.00000 -0.35500 
1350 -19464.00000 -0.34540 
1360 -19468.00000 -0.33260 
1370 -19472.00000 -0.36160 
1380 -19432.00000 -0.34960 
1390 -19456.00000 -0.37280 
1400 -19444.00000 -0.39160 
1410 -19444.00000 -0.41480 
1420 -19436.00000 -0.41460 
1430 -19452.00000 -0.42740 
1440 -19452.00000 -0.44500 
1450 -19444.00000 -0.45360 
1460 -19444.00000 -0.43780 
1470 -19456.00000 -0.44380 
1480 -19444.00000 -0.44680 
1490 -19472.00000 -0.43640 
1500 -19444.00000 -0.39700 
1510 -19500.00000 -0.39920 
1520 -19480.00000 -0.37260 
1530 -19448.00000 -0.34680 
1540 -19476.00000 -0.29400 
1550 -19488.00000 -0.26300 
1560 -19444.00000 -0.25900 
1570 -19460.00000 -0.22300 
1580 -19464.00000 -0.21640 
1590 -19440.00000 -0.20920 
1600 -19476.00000 -0.21580 
1610 -19484.00000 -0.18200 
1620 -19472.00000 -0.16560 
1630 -19492.00000 -0.19120 
1640 -19468.00000 -0.21880 
1650 -19484.00000 -0.24060 
1660 -19504.00000 -0.25660 
1670 -19492.00000 -0.24960 
1680 -19512.00000 -0.24560 
1690 -19504.00000 -0.22760 
