10 0.041512 0.07208 4.923345515038818
11 0.056811 0.096145 6.491217371018138
12 0.07364 0.125028 8.444418590981513
13 0.091802 0.158632 10.71794898196822
14 0.114786 0.19783 13.261950432031881
16 0.162219 0.293428 19.857903482043184
17 0.192519 0.353776 23.7456464440329
19 0.269463 0.493916 33.28292072203476
21 0.366597 0.666609 44.67266026302241
23 0.482253 0.874247 58.741313288977835
26 0.694956 1.264121 84.80826864897972
28 0.86507 1.57926 106.07184408401372
31 1.16005 2.142411 143.53383705299348
34 1.54267 2.825342 189.62545395398047
38 2.14687 3.948022 263.67799577797996
42 2.89133 5.331648 356.6713667580043
46 3.79671 7.008045 467.87276674597524
51 5.1707 9.547952 628.9987836950459
56 6.71917 12.425939 822.6658246089937
61 8.66693 16.083276 1078.4232726320042
68 12.2149 22.647668 1492.821174465993
74 15.8179 29.290893 1938.7878737300052
82 21.6819 40.173275 2621.152442390041
90 28.0481 52.134756 3432.819354125997
100 38.618 71.542203 4710.935989478021
