10 0.0516 0.114365 5.597778700001072
11 0.068315 0.153437 7.4426497999811545
12 0.088545 0.194174 9.590389000019059
13 0.11163 0.247138 12.170122399984393
14 0.138799 0.311513 15.097196199989412
16 0.207029 0.470039 22.614866800024174
17 0.24753 0.549536 26.90122539998265
19 0.344205 0.769667 37.62896250002086
21 0.469821 1.040921 51.58474570000544
23 0.607227 1.36479 67.49755540001206
26 0.875558 1.972528 96.44503570004599
28 1.09394 2.476205 120.38921860000119
31 1.48596 3.334773 163.13106750004226
34 1.98891 4.419311 215.44978789996821
38 2.72963 6.175675 299.96210790000623
42 3.67044 8.536537 403.86794910003664
46 4.82705 11.052969 530.4616156999837
51 6.58068 15.04552 720.8308243000065
56 8.72842 19.987122 957.0698974999832
61 11.2776 25.891558 1233.562328799977
68 15.6644 35.942329 1710.3857824000297
74 20.1194 46.418828 2211.4768247000175
82 27.4178 63.634341 3021.7092420000117
90 36.6118 86.638849 3987.142965100007
100 50.3515 121.921594 5326.595466500032
