10 0.049136 0.105136 9.764802834
11 0.07086 0.134833 13.024504624999999
12 0.084584 0.17397 16.946479292
13 0.105132 0.211752 20.561715542
14 0.128721 0.26391 25.063742042
16 0.194952 0.387238 37.960240459000005
17 0.243002 0.487496 45.24392350000002
19 0.31632 0.647912 61.266505583
21 0.429971 0.858674 86.14158437500001
23 0.586794 1.220729 113.70531987499999
26 0.81283 1.651886 157.45322112499997
28 1.01153 2.057761 197.70271420799997
31 1.38186 2.78737 268.9595776670001
34 1.81947 3.621746 352.4981599580001
38 2.52489 5.183187 488.8131074170001
42 3.4103 7.107087 656.6176284170001
46 4.48439 9.252518 871.8845233339998
51 6.08849 12.586742 1184.1633005409994
56 8.13344 16.515553 1563.7792988329993
61 10.4561 21.52159 2026.6117328750006
68 14.4614 29.958745 2836.8821874589994
74 18.6487 38.10692 3597.9503395829997
82 25.345 51.739715 4951.467025000002
90 33.5098 68.422672 6505.550261416003
100 45.9108 92.28971 9017.090023583

