0 -0.51465 0.00465 
10 -0.88931 0.00070 
20 -0.92250 0.01190 
30 -0.94065 0.05545 
40 -0.95115 0.09515 
50 -0.95860 0.13940 
60 -0.96660 0.15070 
70 -0.96698 0.14790 
80 -0.97219 0.15650 
90 -0.97382 0.16420 
100 -0.97401 0.16245 
110 -0.97337 0.14530 
120 -0.97567 0.13210 
130 -0.97656 0.11505 
140 -0.97582 0.11250 
150 -0.97550 0.09860 
160 -0.97726 0.09435 
170 -0.97676 0.09665 
180 -0.97485 0.09445 
190 -0.97695 0.08865 
200 -0.97827 0.08685 
210 -0.97645 0.09085 
220 -0.97636 0.09755 
230 -0.97814 0.09435 
240 -0.97606 0.08215 
250 -0.97910 0.07990 
260 -0.97805 0.07745 
270 -0.97724 0.07315 
280 -0.97884 0.08455 
290 -0.97867 0.07920 
300 -0.97797 0.08175 
310 -0.97661 0.08260 
320 -0.97696 0.08320 
330 -0.97786 0.08175 
340 -0.97645 0.07920 
350 -0.97757 0.07470 
360 -0.97721 0.07060 
370 -0.97846 0.06775 
380 -0.97770 0.06760 
390 -0.97881 0.06600 
400 -0.97836 0.05835 
410 -0.97875 0.06230 
420 -0.97787 0.05910 
430 -0.97787 0.06760 
440 -0.97712 0.07270 
450 -0.97697 0.07130 
460 -0.97710 0.07575 
470 -0.97825 0.08430 
480 -0.97786 0.09300 
490 -0.97811 0.09920 
500 -0.97774 0.10345 
510 -0.97696 0.10660 
520 -0.97582 0.10580 
530 -0.97744 0.10425 
540 -0.97801 0.09790 
550 -0.97847 0.09710 
560 -0.97764 0.09195 
570 -0.97990 0.09050 
580 -0.97744 0.10040 
590 -0.97874 0.10610 
600 -0.97837 0.10545 
610 -0.97839 0.09675 
620 -0.97659 0.09360 
630 -0.97740 0.09465 
640 -0.97774 0.10490 
650 -0.97830 0.11195 
660 -0.97934 0.11635 
670 -0.97661 0.12130 
680 -0.97872 0.12825 
690 -0.97852 0.11840 
700 -0.97636 0.11830 
710 -0.97639 0.12045 
720 -0.97804 0.11105 
730 -0.97755 0.11440 
740 -0.97819 0.11470 
750 -0.97720 0.10915 
760 -0.97725 0.10560 
770 -0.97804 0.10680 
780 -0.97751 0.11005 
790 -0.97877 0.10610 
800 -0.97917 0.10100 
810 -0.97837 0.11480 
820 -0.97747 0.12590 
830 -0.97790 0.12560 
840 -0.97832 0.12125 
850 -0.97850 0.12070 
860 -0.97860 0.12770 
870 -0.97671 0.13295 
880 -0.97756 0.12175 
890 -0.97919 0.11195 
900 -0.97782 0.11115 
910 -0.97812 0.10265 
920 -0.97877 0.10575 
930 -0.97681 0.09770 
940 -0.97661 0.10800 
950 -0.97895 0.10795 
960 -0.97414 0.10745 
970 -0.97810 0.10285 
980 -0.97804 0.11480 
990 -0.97801 0.11090 
1000 -0.97629 0.10950 
1010 -0.97901 0.11790 
1020 -0.97756 0.11450 
1030 -0.97879 0.10725 
1040 -0.97759 0.11260 
1050 -0.97825 0.11415 
1060 -0.97725 0.11355 
1070 -0.97582 0.13040 
1080 -0.97851 0.14965 
1090 -0.97726 0.16640 
1100 -0.97654 0.15920 
1110 -0.97707 0.14950 
1120 -0.97731 0.15315 
1130 -0.97664 0.15150 
1140 -0.97755 0.14590 
1150 -0.97639 0.14340 
1160 -0.97844 0.14345 
1170 -0.97842 0.14040 
1180 -0.97850 0.14880 
